Unnamed: 0,g__,g__AF12,g__Acidaminococcus,g__Acidocella,g__Acinetobacter,g__Actinobacillus,g__Actinomyces,g__Adlercreutzia,g__Aggregatibacter,g__Agrobacterium,g__Akkermansia,g__Allobaculum,g__Alloscardovia,g__Anaerofustis,g__Anaerostipes,g__Anaerotruncus,g__Atopobium,g__Bacillus,g__Bacteroides,g__Bifidobacterium,g__Bilophila,g__Blautia,g__Bradyrhizobium,g__Bulleidia,g__Burkholderia,g__Butyricimonas,g__CF231,g__Campylobacter,g__Cardiobacterium,g__Christensenella,g__Chryseobacterium,g__Citrobacter,g__Clostridium,g__Collinsella,g__Conchiformibius,g__Coprobacillus,g__Coprococcus,g__Corynebacterium,g__Cryocola,g__Desulfovibrio,g__Dialister,g__Dietzia,g__Dorea,g__Dysgonomonas,g__Eggerthella,g__Eikenella,g__Enterobacter,g__Enterococcus,g__Epulopiscium,g__Erwinia,g__Faecalibacterium,g__Flexispira,g__Fusobacterium,g__Granulicatella,g__Haemophilus,g__Helicobacter,g__Holdemania,g__Hydrogenophaga,g__Klebsiella,g__Lachnobacterium,g__Lachnospira,g__Lactobacillus,g__Lactococcus,g__Lautropia,g__Leptotrichia,g__Leuconostoc,g__Megasphaera,g__Methanobrevibacter,g__Morganella,g__Moryella,g__Mucispirillum,g__Neisseria,g__Odoribacter,g__Oribacterium,g__Oscillospira,g__Oxalobacter,g__Paenibacillus,g__Parabacteroides,g__Paraprevotella,g__Parvimonas,g__Pediococcus,g__Peptococcus,g__Peptoniphilus,g__Phascolarctobacterium,g__Porphyromonas,g__Prevotella,g__Proteus,g__Pseudomonas,g__Ralstonia,g__Roseburia,g__Rothia,g__Ruminococcus,g__Selenomonas,g__Serratia,g__Staphylococcus,g__Streptococcus,g__Sutterella,g__Treponema,g__Turicibacter,g__Vagococcus,g__Variovorax,g__Veillonella,g__WAL_1855D,g__YRC22,g__cc_115,g__ph2,g__[Eubacterium],g__[Prevotella],g__[Ruminococcus]
MSM5LLHI,1596,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,367,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0
MSM5FZ9V,8354,0,0,0,0,0,0,0,0,0,2360,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,88,0,0,0,0,91,0,0,0,22,0,0,0,0,0,117,0,0,0,0,0,0,0,2578,0,0,0,0,0,0,0,76,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,0,0,174,0,0,0,2666,0,405,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,503
MSM5ZOJY,15500,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,1584,0,0,0,0,0,0,12,0,0,0,2539,0,0,0,0,0,0,0,0,0,0,0,0,5,1224,0,0,0,0,0,0,0,0,0,0,12,162,0,0,7030,0,793,0,0,0,0,0,0,34,0,0,0,0,0,0,0,5,0,110
CSM5MCV5,11254,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,22,0,0,24,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,7,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,7147,0,0,0,0,0,0,0,0,0,0,0,12
HSM5FZBU,2830,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,106,43,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,6,4580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3183,0,0,0,0,0,0,2114,0,0,0,0,0,0,0,0,0,0,0,58
ESM5MEBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSM5LLEX,307,1,0,0,0,0,1,0,0,0,2,0,10,0,0,0,0,0,22,6,0,1,0,0,0,0,0,0,0,0,0,0,58,0,0,0,46,0,0,0,0,0,2,0,0,0,0,0,23,0,12,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11,2,0,1,0,0,0,41,3,0,2,0,0,518,0,0,0,0,0,1,0
HSM5FZBR,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,585,0,0,0,0,0,11,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0
ESM5MEBQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESM5MEEA,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,12360,0,0,0,687,0,0,0,29,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,689,0,9,0,0,0,0,0,0,0,0,0,0
MSM5FZ9S,37860,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,0,1836,0,0,0,0,18584,0,0,0,0,25,0,0,0,0,0,0,943
HSM5MD7W,292,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,558,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,24
HSM5MD4C,713,0,0,0,0,248,0,60,0,0,101,42,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,15,0,0,42,0,0,0,0,0,0,7,0,0,0,61,0,0,0,0,0,0,0,0,0,29,0,12,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,41,17
MSM5LLFK,6864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,64,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3262,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0,0,21,0,22,0,0,0,0,0,0,0,2,0,428
MSM5LLIC,6712,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,100,122,10,4,0,0,0,31,0,0,0,0,0,0,17,0,0,0,7,0,0,0,0,0,19,0,0,0,0,0,0,0,86,0,0,0,488,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,153,0,0,0,0,2638,0,0,0,0,0,0,0,0,0,0,0,51
MSM5LLGJ,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSM5LLIK,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,4,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSM5MD3W,141,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1
MSM5LLGV,1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10490,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,16
MSM5LLFU,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,0,0,0,210,0,0,0,0,66,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
MSM5LLEN,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14563,18,0,0,189,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
HSM5FZBP,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
MSM5LLD8,234,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,210,11,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1709,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0
MSM5LLIM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSM633FF,826,0,0,0,0,0,0,6,0,8,112,113,0,1,1,0,0,0,2663,8,0,57,1,0,0,0,0,0,0,0,0,0,16,9,0,0,59,2,1,11,42,2,32,6,2,0,0,0,0,0,194,0,0,3,0,2,1,0,0,0,11,42,0,0,0,0,0,0,0,0,2,2,0,2,58,1,0,0,0,0,0,0,0,3,1,8,9,0,729,151,0,36,0,0,0,4,111,0,3,0,0,8,0,0,0,0,1,0,14
CSM5FZ4O,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,19
HSM5MD7Z,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CSM5MCVB,12690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271,0,0,0,0,0,0,0,0,0,0,0,9
CSM5FZ46,1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,7309,0,0,0,0,0,0,0,0,0,0,0,0
MSM5LLIQ,7056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,5,0,82,0,0,0,0,0,0,0,0,0,1306,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1370,0,0,0,0,0,0,0,0,0,942,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349,0,909,0,0,0,0,0,0,0,0,0,4136
MSM5FZ8Y,13354,0,0,0,0,0,0,0,0,0,3967,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,30,0,0,0,300,336,0,0,0,27,0,0,0,0,0,1346,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4902
ESM5MEDZ,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,9590,0,0,0,410,0,0,0,0,16,26,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,33
MSM5LLIE,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,103,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4801,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1804,0,0,0,0,0,0,0,0,0,0,0,0
CSM5MCVD,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSM5FZ4G,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,6352,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
MSM5LLHZ,551,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3592,17,3,13,0,0,0,1,10,0,0,0,0,0,1,3,0,0,37,0,0,1,13,0,3,0,0,0,0,0,0,0,1349,0,0,0,0,0,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,1,1,0,358,0,0,265,0,0,0,0,0,1,0,243,0,0,0,4,0,13,0,0,0,0,314,0,0,0,0,0,0,0,1,0,4,0,4
HSM5MD47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSM5MCUI,13790,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,173,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,622,0,0,0,0,0,0,0,0,0,949,10,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,12,0,0,0,0,0,0,0,206,0,0,0,0,0,52,0,0,0,0,566,0,18,0,0,0,0,1580,0,0,0,0,0
CSM5FZ44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
