Unnamed: 0;g__;g__AF12;g__Acidaminococcus;g__Acidocella;g__Acinetobacter;g__Actinobacillus;g__Actinomyces;g__Adlercreutzia;g__Aggregatibacter;g__Agrobacterium;g__Akkermansia;g__Allobaculum;g__Alloscardovia;g__Anaerofustis;g__Anaerostipes;g__Anaerotruncus;g__Atopobium;g__Bacillus;g__Bacteroides;g__Bifidobacterium;g__Bilophila;g__Blautia;g__Bradyrhizobium;g__Bulleidia;g__Burkholderia;g__Butyricimonas;g__CF231;g__Campylobacter;g__Cardiobacterium;g__Christensenella;g__Chryseobacterium;g__Citrobacter;g__Clostridium;g__Collinsella;g__Conchiformibius;g__Coprobacillus;g__Coprococcus;g__Corynebacterium;g__Cryocola;g__Desulfovibrio;g__Dialister;g__Dietzia;g__Dorea;g__Dysgonomonas;g__Eggerthella;g__Eikenella;g__Enterobacter;g__Enterococcus;g__Epulopiscium;g__Erwinia;g__Eubacterium;g__Faecalibacterium;g__Flexispira;g__Fusobacterium;g__Granulicatella;g__Haemophilus;g__Helicobacter;g__Holdemania;g__Hydrogenophaga;g__Klebsiella;g__Lachnobacterium;g__Lachnospira;g__Lactobacillus;g__Lactococcus;g__Lautropia;g__Leptotrichia;g__Leuconostoc;g__Megasphaera;g__Methanobrevibacter;g__Morganella;g__Moryella;g__Mucispirillum;g__Neisseria;g__Odoribacter;g__Oribacterium;g__Oscillospira;g__Oxalobacter;g__Paenibacillus;g__Parabacteroides;g__Paraprevotella;g__Parvimonas;g__Pediococcus;g__Peptococcus;g__Peptoniphilus;g__Phascolarctobacterium;g__Porphyromonas;g__Prevotella;g__Proteus;g__Pseudomonas;g__Ralstonia;g__Roseburia;g__Rothia;g__Ruminococcus;g__Selenomonas;g__Serratia;g__Staphylococcus;g__Streptococcus;g__Sutterella;g__Treponema;g__Turicibacter;g__Vagococcus;g__Variovorax;g__Veillonella;g__WAL_1855D;g__YRC22;g__cc_115;g__ph2
MSM5LLHK;0.3195440941330819;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04030175064572998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004878848755688574;8.199745807879956e-05;0.005903816981673568;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00045098601943339755;0.0;0.0;0.0012299618711819934;0.000368988561354598;0.0;0.0;0.0;0.0;0.0;0.0187774179000451;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43725144520519865;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000368988561354598;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008896724201549753;0.0;0.0;0.00028699110327579845;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01102865811159854;0.0;0.0;0.0;0.0;0.15062933049075478;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSM5MCU4;0.5053763440860215;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08026113671274962;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006528417818740399;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013056835637480798;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01881720430107527;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03533026113671275;0.0;0.05069124423963134;0.0;0.0;0.0;0.0;0.28993855606758834;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSM5MCVV;0.8133343504462583;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02196963917918987;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05088107407124876;0.0;0.0;0.025173544892821725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010755969181478373;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001449385918071554;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04432069570524067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021664505301701123;0.0;0.0;0.0;0.0;0.009154016324662445;0.0;0.0012968189793271798;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MSM5LLH6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MSM5LLGD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MSM5FZA2;0.815761285386381;0.0;0.0;0.0;0.0;0.02127008416220352;0.0;0.0;0.0;0.0;0.011293037490436112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002356541698546289;0.0;0.0;0.0;0.0;0.0;0.0008569242540168324;0.0;0.0;0.0;0.0;0.016281560826319815;0.0;0.0;0.0;0.0005508798775822494;0.0;0.0;0.0;0.0;0.0;0.010680948737566948;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05166029074215761;0.0;0.0;0.0;0.0;6.120887528691661e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.032226472838561594;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00973221117061974;0.0010711553175210406;0.0;0.0;0.0;0.0;0.02485080336648814;0.0;0.0;0.0;0.0;0.0;0.0;0.0013465952563121652;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MSM5LLE9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ESM5MEEC;0.27793696275071633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4813753581661891;0.0;0.0;0.008595988538681949;0.0;0.0;0.0;0.0028653295128939827;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0057306590257879654;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08595988538681948;0.0;0.0;0.0;0.011461318051575931;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0057306590257879654;0.0;0.0;0.008595988538681949;0.0;0.0;0.0;0.0;0.0;0.0057306590257879654;0.0;0.0028653295128939827;0.0;0.0;0.0028653295128939827;0.0;0.0;0.06017191977077364;0.0;0.0;0.0;0.03151862464183381;0.0;0.0;0.0;0.0;0.0;0.008595988538681949;0.0;0.0;0.0;0.0
HSM5MD4B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSM5MCV3;0.5812151270923744;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07191568505889646;0.0;0.00030998140111593303;0.0013949163050216986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01518908865468072;0.006819590824550527;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009299442033477991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03037817730936144;0.0;0.0;0.0;0.0;0.29184748915065095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ESM5MEA7;0.40997850424565463;0.0;0.0007790995126980576;9.726585676629932e-07;4.863292838314966e-06;6.711344116874653e-05;3.890634270651973e-06;0.0;0.0005252356265380163;0.0;0.0;0.0;0.0;0.0;0.0;2.9179757029889796e-06;5.835951405977959e-06;9.726585676629932e-07;0.28307963155693455;0.00032486796159943973;0.00019842234780325063;0.0005320442365116573;9.726585676629932e-07;1.9453171353259864e-06;9.726585676629932e-07;0.0002023129820739026;0.0;0.000579704506327144;2.9179757029889796e-06;0.0;9.726585676629932e-07;7.781268541303946e-06;0.001008646934666524;0.00014103549231113402;2.5289122759237825e-05;1.1671902811955918e-05;0.025447666105766893;7.781268541303946e-06;0.0;0.0;3.4043049868204766e-05;0.0;0.002597971034227855;0.0;2.042582992092286e-05;0.0002655357889719972;9.726585676629932e-07;0.0;0.00039587203703883827;2.9179757029889796e-06;0.0001138010524165702;0.0190028304364319;0.0;0.1251266887784381;2.042582992092286e-05;0.03784030891636109;0.0;2.042582992092286e-05;0.0;0.0;0.0;9.337522249564735e-05;0.0007324119014502339;0.00013325422376983008;0.0;9.726585676629932e-07;0.0008530215638404451;8.267597825135442e-05;0.0;0.00022371147056248844;4.863292838314966e-06;0.0;4.668761124782367e-05;2.7234439894563813e-05;1.9453171353259864e-05;0.0007810448298333836;0.0;0.0;0.000143953468014123;0.0;9.726585676629932e-07;0.0;9.726585676629932e-07;6.808609973640953e-06;0.00032778593730242874;1.4589878514944899e-05;9.532053963097334e-05;0.0;0.0;2.3343805623911837e-05;9.726585676629932e-07;5.4468879789127626e-05;0.015772631333223097;6.808609973640953e-06;0.0;1.9453171353259864e-05;0.0019326725739463675;0.0;0.0;0.002049391602065927;0.0;9.726585676629932e-07;0.06814251393333398;2.9179757029889796e-06;0.0;1.556253708260789e-05;2.9179757029889796e-06
MSM5LLGX;0.11686810299527063;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0441408302679979;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014713610089332632;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7640567524960589;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008407777193904361;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03857067787703626;0.0;0.0;0.0018917498686284813;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006831318970047294;0.0;0.0;0.0;0.0;0.017761429322122962;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HSM5MD5H;0.18227789909205838;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008964486840593035;0.005171819331111367;0.00034478795540742444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4815538443857028;0.0;0.0;0.0;0.014596023445580968;0.0;0.0;0.0;0.0005746465923457074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003332950235605103;0.0;0.0;0.002413515687851971;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016090104585679808;0.0;0.0;0.0;0.0;0.0;0.004022526146419952;0.0;0.0;0.0;0.0;0.2806573957016435;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSM5MCW8;0.12473412336675782;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0027347310847766638;0.0;0.010635065329687025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01253418413855971;0.0;0.0;0.0;0.0;0.0015192950470981465;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6755545426921908;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013065937405044059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009723488301428137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10202066241264053;0.0;0.042464296566393195;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005013673655423883;0.0;0.0;0.0;0.0
HSM5MD86;0.8464375165192001;0.0;0.0;0.0;0.0;0.001963424917875977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5172114331743294e-05;0.0;0.0;3.7758171497614944e-05;0.0;0.0;0.0;0.0;0.0;0.000427925943639636;0.0;0.0;0.0;0.06936176104111864;7.551634299522989e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007841113614338036;0.0;0.0;0.0;0.0714258744163216;0.0;0.0;0.0;0.0;0.0;0.00027689325764917625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011201590877625766;0.0;0.0;0.0;0.0;0.0;0.0;0.0010068845732697318;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HSM5MD4R;0.1930876388643978;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1207899841297831;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5669194145653323;0.0;0.0;0.0;0.02839005466408041;0.0;0.0;0.0;0.0;0.0;0.004937400811144419;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0033503791218479984;0.0;0.0;0.011638159054840416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00969846587903368;0.0;0.0326221125022042;0.0;0.0;0.0;0.0;0.02856639040733557;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MSM5LLHG;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSM5FZ48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ESM5MEET;0.6834484830279364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019945929708621208;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0033042955842595375;0.024752177831180534;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008410934214478822;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002883748873535596;0.0;0.0;0.0;0.0;0.0008410934214478822;0.0;0.004085310904175428;0.0;0.19867828176629618;0.0;0.0;0.0;0.005226794833283269;0.0;0.0;0.0;0.0;0.0;0.008531090417542806;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007810153199158907;0.0;0.0;0.0;0.0022829678582156803;0.0013817963352358066;0.0;0.0;0.00030039050765995795;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007810153199158907;0.0;0.0;0.0;0.0;0.0;0.01898468008410934;0.0;0.0;0.0;0.00018023430459597475;0.021988585160708923;0.0;0.0007810153199158907;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ESM5MEEG;0.24085527478353067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002297225658243506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05955115744831242;0.012369676621311186;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003004064322318431;0.0;0.0;0.0;0.0;0.0;0.003004064322318431;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03163103021735289;0.0;0.0;0.0;0.0024739353242622373;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00865877363491783;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0026506449902809685;0.0;0.0;0.0;0.0;0.6315603463509454;0.0;0.0;0.0019438063262060435;0.0;0.0;0.0;0.0;0.0;0.0
MSM5LLGH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MSM5FZ9Z;0.4863008640425375;0.0;0.0;0.0;0.0;0.006203382320360387;0.0;0.0;0.0;0.0;0.2318144893287054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0025847426334834945;0.0;0.0;0.0;0.003323240528764493;0.00465253674027029;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007606528321394284;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004357137582157891;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006720330847057086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03544789897348793;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1927479506683406;0.0;0.011151318218743076;0.0;0.006277232109888487;0.0;0.0;0.0008123476848090983;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
